Name,Module_Name,Manufacturer,Technology,Bifacial,STC_Wp,PTC_Wp,Area_m2,Efficiency,Length_m,Width_m,Num_Cells,I_sc,V_oc,I_mp,V_mp,T_NOCT_C,Temp_Coeff
,MSquare Energy Pty Ltd MSE-345W-m60HB,MSquare Energy Pty Ltd,Mono-crystalline,0,345.032,321.9,1.84,0.1875,,,60,10.53,41.3,10.03,34.4,43.9,-0.359
,MSquare Energy Pty Ltd MSE-345W-m60HBi,MSquare Energy Pty Ltd,Mono-crystalline,1,345.032,322.1,1.84,0.1875,,,60,10.53,41.3,10.03,34.4,43.8,-0.358
,Prism Solar Technologies Inc. PST-345W-m60H,Prism Solar Technologies Inc.,Mono-crystalline,0,345.032,322.3,1.84,0.1875,,,60,10.53,41.3,10.03,34.4,43.8,-0.355
,Prism Solar Technologies Inc. PST-345W-m60HB,Prism Solar Technologies Inc.,Mono-crystalline,0,345.032,321.9,1.84,0.1875,,,60,10.53,41.3,10.03,34.4,43.9,-0.359
,Prism Solar Technologies Inc. PST-345W-m60HBi,Prism Solar Technologies Inc.,Mono-crystalline,1,345.032,322.1,1.84,0.1875,,,60,10.53,41.3,10.03,34.4,43.8,-0.358
,Heliene 72M335,Heliene,Mono-crystalline,0,337.394,298.1,1.838,0.1836,1.893,0.971,72,9.41,46.64,8.83,38.21,49,-0.461
,Heliene 72M330,Heliene,Mono-crystalline,0,332.53,293.5,1.838,0.1809,1.893,0.971,72,9.34,46.31,8.76,37.96,49,-0.461
,Heliene 72M325,Heliene,Mono-crystalline,0,327.787,288.8,1.838,0.1783,1.893,0.971,72,9.27,46.02,8.69,37.72,49,-0.461
,Heliene 72P320,Heliene,Poly-crystalline,0,323.683,285.4,1.838,0.1761,1.893,0.971,72,8.97,45.96,8.65,37.42,48.9,-0.448
,Heliene 72M320,Heliene,Mono-crystalline,0,322.703,284.2,1.838,0.1756,1.893,0.971,72,9.2,45.69,8.61,37.48,49,-0.461
,Heliene 72P315,Heliene,Poly-crystalline,0,317.305,280.8,1.838,0.1726,1.893,0.971,72,8.89,45.81,8.5,37.33,48.9,-0.448
,Heliene 72M315,Heliene,Mono-crystalline,0,317.231,279.6,1.838,0.1726,1.893,0.971,72,9.16,45.31,8.53,37.19,49,-0.461
,Heliene 72P310,Heliene,Poly-crystalline,0,312.48,276.2,1.838,0.17,1.893,0.971,72,8.81,45.66,8.4,37.2,48.9,-0.448
,Heliene 72P305,Heliene,Poly-crystalline,0,307.227,271.6,1.838,0.1672,1.893,0.971,72,8.73,45.51,8.29,37.06,48.9,-0.448
,Heliene 72P290,Heliene,Poly-crystalline,0,305.967,257.8,1.838,0.1665,1.893,0.971,72,8.49,44.92,7.9,38.73,48.9,-0.448
,Heliene 72P300,Heliene,Poly-crystalline,0,302.293,267,1.838,0.1645,1.893,0.971,72,8.65,45.3,8.19,36.91,48.9,-0.448
,Heliene 72P285,Heliene,Poly-crystalline,0,301.93,253.2,1.838,0.1643,1.893,0.971,72,8.41,44.79,7.82,38.61,48.9,-0.448
,Jinko Solar Co. Ltd JKM365M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,365.24,336.3,1.835,0.199,1.924,0.954,72,9.57,48.2,9.2,39.7,44.9,-0.409
,Jinko Solar Co. Ltd JKM360M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,360.24,331.5,1.835,0.1963,1.924,0.954,72,9.51,48,9.12,39.5,44.9,-0.409
,Jinko Solar Co. Ltd JKM355M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,355.272,326.8,1.835,0.1936,1.924,0.954,72,9.45,47.8,9.04,39.3,44.9,-0.409
,Jinko Solar Co. Ltd JKM355M-72B,Jinko Solar Co. Ltd,Mono-crystalline,0,355.272,324.3,1.835,0.1936,1.924,0.954,72,9.45,47.8,9.04,39.3,46.2,-0.417
,Jinko Solar Co. Ltd JKM355M-72B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,355.272,324.3,1.835,0.1936,1.924,0.954,72,9.45,47.8,9.04,39.3,46.2,-0.417
,Jinko Solar Co. Ltd JKM355M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,355.272,326.7,1.835,0.1936,1.924,0.954,72,9.45,47.8,9.04,39.3,44.9,-0.41
,Jinko Solar Co. Ltd JKMS355M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,355.272,326.1,1.835,0.1936,1.924,0.954,72,9.45,47.8,9.04,39.3,45,-0.416
,Jinko Solar Co. Ltd JKMS355M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,355.272,326.1,1.835,0.1936,1.924,0.954,72,9.45,47.8,9.04,39.3,45,-0.416
,Jinko Solar Co. Ltd JKM350P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,350.102,320.3,1.835,0.1908,1.924,0.954,72,9.36,48,9.07,38.6,45.3,-0.426
,Jinko Solar Co. Ltd JKM350PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,350.102,320.3,1.835,0.1908,1.924,0.954,72,9.36,48,9.07,38.6,45.3,-0.426
,Jinko Solar Co. Ltd JKM350PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,350.102,320.3,1.835,0.1908,1.924,0.954,72,9.36,48,9.07,38.6,45.3,-0.426
,Jinko Solar Co. Ltd JKM350M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,349.554,322,1.835,0.1905,1.924,0.954,72,9.38,47.5,8.94,39.1,44.9,-0.409
,Jinko Solar Co. Ltd JKM350M-72B,Jinko Solar Co. Ltd,Mono-crystalline,0,349.554,319.6,1.835,0.1905,1.924,0.954,72,9.38,47.5,8.94,39.1,46.2,-0.417
,Jinko Solar Co. Ltd JKM350M-72B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,349.554,319.6,1.835,0.1905,1.924,0.954,72,9.38,47.5,8.94,39.1,46.2,-0.417
,Jinko Solar Co. Ltd JKM350M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,349.554,322,1.835,0.1905,1.924,0.954,72,9.38,47.5,8.94,39.1,44.9,-0.41
,Jinko Solar Co. Ltd JKMS350M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,349.554,321.4,1.835,0.1905,1.924,0.954,72,9.38,47.5,8.94,39.1,45,-0.416
,Jinko Solar Co. Ltd JKMS350M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,349.554,321.4,1.835,0.1905,1.924,0.954,72,9.38,47.5,8.94,39.1,45,-0.416
,Jinko Solar Co. Ltd JKM345M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,345.043,317.3,1.835,0.188,1.924,0.954,72,9.31,47.3,8.87,38.9,44.9,-0.409
,Jinko Solar Co. Ltd JKM345M-72B,Jinko Solar Co. Ltd,Mono-crystalline,0,345.043,314.9,1.835,0.188,1.924,0.954,72,9.31,47.3,8.87,38.9,46.2,-0.417
,Jinko Solar Co. Ltd JKM345M-72B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,345.043,314.9,1.835,0.188,1.924,0.954,72,9.31,47.3,8.87,38.9,46.2,-0.417
,Jinko Solar Co. Ltd JKM345M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,345.043,317.2,1.835,0.188,1.924,0.954,72,9.31,47.3,8.87,38.9,44.9,-0.41
,Jinko Solar Co. Ltd JKMS345M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,345.043,316.7,1.835,0.188,1.924,0.954,72,9.31,47.3,8.87,38.9,45,-0.416
,Jinko Solar Co. Ltd JKMS345M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,345.043,316.7,1.835,0.188,1.924,0.954,72,9.31,47.3,8.87,38.9,45,-0.416
,Jinko Solar Co. Ltd JKM345P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,344.832,315.6,1.835,0.1879,1.924,0.954,72,9.29,47.8,8.98,38.4,45.3,-0.426
,Jinko Solar Co. Ltd JKM345PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,344.832,315.6,1.835,0.1879,1.924,0.954,72,9.29,47.8,8.98,38.4,45.3,-0.426
,Jinko Solar Co. Ltd JKM345PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,344.832,315.6,1.835,0.1879,1.924,0.954,72,9.29,47.8,8.98,38.4,45.3,-0.426
,Jinko Solar Co. Ltd JKM340M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,340.173,312.6,1.835,0.1854,1.924,0.954,72,9.24,47.1,8.79,38.7,44.9,-0.409
,Jinko Solar Co. Ltd JKM340M-72B,Jinko Solar Co. Ltd,Mono-crystalline,0,340.173,310.2,1.835,0.1854,1.924,0.954,72,9.24,47.1,8.79,38.7,46.2,-0.417
,Jinko Solar Co. Ltd JKM340M-72B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,340.173,310.2,1.835,0.1854,1.924,0.954,72,9.24,47.1,8.79,38.7,46.2,-0.417
,Jinko Solar Co. Ltd JKM340M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,340.173,312.5,1.835,0.1854,1.924,0.954,72,9.24,47.1,8.79,38.7,44.9,-0.41
,Jinko Solar Co. Ltd JKMS340M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,340.173,312,1.835,0.1854,1.924,0.954,72,9.24,47.1,8.79,38.7,45,-0.416
,Jinko Solar Co. Ltd JKMS340M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,340.173,312,1.835,0.1854,1.924,0.954,72,9.24,47.1,8.79,38.7,45,-0.416
,Jinko Solar Co. Ltd JKM340P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,339.98,315.6,1.835,0.1853,1.924,0.954,72,9.22,47.5,8.9,38.2,45.3,-0.426
,Jinko Solar Co. Ltd JKM340PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,339.98,315.6,1.835,0.1853,1.924,0.954,72,9.22,47.5,8.9,38.2,45.3,-0.426
,Jinko Solar Co. Ltd JKM340PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,339.98,315.6,1.835,0.1853,1.924,0.954,72,9.22,47.5,8.9,38.2,45.3,-0.426
,Jinko Solar Co. Ltd JKM335P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,335.16,306.2,1.835,0.1826,1.924,0.954,72,9.18,47.2,8.82,38,45.3,-0.426
,Jinko Solar Co. Ltd JKM335PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,335.16,306.2,1.835,0.1826,1.924,0.954,72,9.18,47.2,8.82,38,45.3,-0.426
,Jinko Solar Co. Ltd JKM335PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,335.16,306.2,1.835,0.1826,1.924,0.954,72,9.18,47.2,8.82,38,45.3,-0.426
,Jinko Solar Co. Ltd JKM335M-72,Jinko Solar Co. Ltd,Poly-crystalline,0,334.848,307.9,1.835,0.1825,1.924,0.954,72,9.18,46.9,8.72,38.4,44.9,-0.409
,Jinko Solar Co. Ltd JKM335M-72B,Jinko Solar Co. Ltd,Mono-crystalline,0,334.848,305.5,1.835,0.1825,1.924,0.954,72,9.18,46.9,8.72,38.4,46.2,-0.417
,Jinko Solar Co. Ltd JKM335M-72B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,334.848,305.5,1.835,0.1825,1.924,0.954,72,9.18,46.9,8.72,38.4,46.2,-0.417
,Jinko Solar Co. Ltd JKM335M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,334.848,307.8,1.835,0.1825,1.924,0.954,72,9.18,46.9,8.72,38.4,44.9,-0.41
,Jinko Solar Co. Ltd JKMS335M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,334.848,307.2,1.835,0.1825,1.924,0.954,72,9.18,46.9,8.72,38.4,45,-0.416
,Jinko Solar Co. Ltd JKMS335M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,334.848,307.2,1.835,0.1825,1.924,0.954,72,9.18,46.9,8.72,38.4,45,-0.416
,Jinko Solar Co. Ltd JKM330P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,330.372,302.8,1.835,0.18,1.924,0.954,72,9.14,46.9,8.74,37.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM330P-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,330.372,302.8,1.835,0.18,1.924,0.954,72,9.14,46.9,8.74,37.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM330P-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,330.372,302.3,1.835,0.18,1.924,0.954,72,9.14,46.9,8.74,37.8,45.3,-0.413
,Jinko Solar Co. Ltd JKM330PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,330.372,302.8,1.835,0.18,1.924,0.954,72,9.14,46.9,8.74,37.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM330PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,330.372,302.8,1.835,0.18,1.924,0.954,72,9.14,46.9,8.74,37.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM330PP-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,330.372,302.3,1.835,0.18,1.924,0.954,72,9.14,46.9,8.74,37.8,45.3,-0.413
,Jinko Solar Co. Ltd JKMS330PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,330.28,302.2,1.835,0.18,1.924,0.954,72,9.57,44.7,9.2,35.9,45.2,-0.417
,Jinko Solar Co. Ltd JKMS330PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,330.28,302.2,1.835,0.18,1.924,0.954,72,9.57,44.7,9.2,35.9,45.2,-0.417
,Jinko Solar Co. Ltd JKM330M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,330.048,303.1,1.835,0.1799,1.924,0.954,72,9.11,46.7,8.64,38.2,44.9,-0.41
,Jinko Solar Co. Ltd JKM330M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,330.048,303.1,1.835,0.1799,1.924,0.954,72,9.11,46.7,8.64,38.2,44.9,-0.41
,Jinko Solar Co. Ltd JKMS330M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,330.048,302.5,1.835,0.1799,1.924,0.954,72,9.11,46.7,8.64,38.2,45,-0.416
,Jinko Solar Co. Ltd JKMS330M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,330.048,302.5,1.835,0.1799,1.924,0.954,72,9.11,46.7,8.64,38.2,45,-0.416
,Jinko Solar Co. Ltd JKM325P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,325.616,298.1,1.835,0.1774,1.924,0.954,72,9.1,46.7,8.66,37.6,45.1,-0.41
,Jinko Solar Co. Ltd JKM325P-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,325.616,298.1,1.835,0.1774,1.924,0.954,72,9.1,46.7,8.66,37.6,45.1,-0.41
,Jinko Solar Co. Ltd JKM325P-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,325.616,297.6,1.835,0.1774,1.924,0.954,72,9.1,46.7,8.66,37.6,45.3,-0.413
,Jinko Solar Co. Ltd JKM325PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,325.616,298.1,1.835,0.1774,1.924,0.954,72,9.1,46.7,8.66,37.6,45.1,-0.41
,Jinko Solar Co. Ltd JKM325PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,325.616,298.1,1.835,0.1774,1.924,0.954,72,9.1,46.7,8.66,37.6,45.1,-0.41
,Jinko Solar Co. Ltd JKM325PP-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,325.616,297.6,1.835,0.1774,1.924,0.954,72,9.1,46.7,8.66,37.6,45.3,-0.413
,Jinko Solar Co. Ltd JKMS325PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,325.584,297.5,1.835,0.1774,1.924,0.954,72,9.55,44.5,9.12,35.7,45.2,-0.417
,Jinko Solar Co. Ltd JKMS325PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,325.584,297.5,1.835,0.1774,1.924,0.954,72,9.55,44.5,9.12,35.7,45.2,-0.417
,Jinko Solar Co. Ltd JKM325M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,324.9,298.3,1.835,0.1771,1.924,0.954,72,9.03,46.5,8.55,38,44.9,-0.41
,Jinko Solar Co. Ltd JKM325M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,324.9,298.3,1.835,0.1771,1.924,0.954,72,9.03,46.5,8.55,38,44.9,-0.41
,Jinko Solar Co. Ltd JKMS325M-72,Jinko Solar Co. Ltd,Mono-crystalline,0,324.9,297.8,1.835,0.1771,1.924,0.954,72,9.03,46.5,8.55,38,45,-0.416
,Jinko Solar Co. Ltd JKMS325M-72-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,324.9,297.8,1.835,0.1771,1.924,0.954,72,9.03,46.5,8.55,38,45,-0.416
,Jinko Solar Co. Ltd JKM320P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,320.144,293.4,1.835,0.1745,1.924,0.954,72,9.05,46.4,8.56,37.4,45.1,-0.41
,Jinko Solar Co. Ltd JKM320P-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,320.144,293.4,1.835,0.1745,1.924,0.954,72,9.05,46.4,8.56,37.4,45.1,-0.41
,Jinko Solar Co. Ltd JKM320P-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,320.144,292.9,1.835,0.1745,1.924,0.954,72,9.05,46.4,8.56,37.4,45.3,-0.413
,Jinko Solar Co. Ltd JKM320PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,320.144,293.4,1.835,0.1745,1.924,0.954,72,9.05,46.4,8.56,37.4,45.1,-0.41
,Jinko Solar Co. Ltd JKM320PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,320.144,293.4,1.835,0.1745,1.924,0.954,72,9.05,46.4,8.56,37.4,45.1,-0.41
,Jinko Solar Co. Ltd JKM320PP-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,320.144,292.9,1.835,0.1745,1.924,0.954,72,9.05,46.4,8.56,37.4,45.3,-0.413
,Jinko Solar Co. Ltd JKMS320PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,319.855,292.8,1.835,0.1743,1.924,0.954,72,9.53,44.1,9.01,35.5,45.2,-0.417
,Jinko Solar Co. Ltd JKMS320PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,319.855,292.8,1.835,0.1743,1.924,0.954,72,9.53,44.1,9.01,35.5,45.2,-0.417
,Jinko Solar Co. Ltd JKM315P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,315.456,288.7,1.835,0.1719,1.924,0.954,72,9.01,46.2,8.48,37.2,45.1,-0.41
,Jinko Solar Co. Ltd JKM315P-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,315.456,288.7,1.835,0.1719,1.924,0.954,72,9.01,46.2,8.48,37.2,45.1,-0.41
,Jinko Solar Co. Ltd JKM315P-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,315.456,288.2,1.835,0.1719,1.924,0.954,72,9.01,46.2,8.48,37.2,45.3,-0.413
,Jinko Solar Co. Ltd JKM315PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,315.456,288.7,1.835,0.1719,1.924,0.954,72,9.01,46.2,8.48,37.2,45.1,-0.41
,Jinko Solar Co. Ltd JKM315PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,315.456,288.7,1.835,0.1719,1.924,0.954,72,9.01,46.2,8.48,37.2,45.1,-0.41
,Jinko Solar Co. Ltd JKM315PP-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,315.456,288.2,1.835,0.1719,1.924,0.954,72,9.01,46.2,8.48,37.2,45.3,-0.413
,Jinko Solar Co. Ltd JKM310P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,310.06,284,1.835,0.169,1.924,0.954,72,8.96,45.9,8.38,37,45.1,-0.41
,Jinko Solar Co. Ltd JKM310P-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,310.06,284,1.835,0.169,1.924,0.954,72,8.96,45.9,8.38,37,45.1,-0.41
,Jinko Solar Co. Ltd JKM310P-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,310.06,283.5,1.835,0.169,1.924,0.954,72,8.96,45.9,8.38,37,45.3,-0.413
,Jinko Solar Co. Ltd JKM310PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,310.06,284,1.835,0.169,1.924,0.954,72,8.96,45.9,8.38,37,45.1,-0.41
,Jinko Solar Co. Ltd JKM310PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,310.06,284,1.835,0.169,1.924,0.954,72,8.96,45.9,8.38,37,45.1,-0.41
,Jinko Solar Co. Ltd JKM310PP-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,310.06,283.5,1.835,0.169,1.924,0.954,72,8.96,45.9,8.38,37,45.3,-0.413
,Jinko Solar Co. Ltd JKM305P-72,Jinko Solar Co. Ltd,Poly-crystalline,0,305.44,279.3,1.835,0.1665,1.924,0.954,72,8.91,45.6,8.3,36.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM305P-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,305.44,279.3,1.835,0.1665,1.924,0.954,72,8.91,45.6,8.3,36.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM305P-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,305.44,278.8,1.835,0.1665,1.924,0.954,72,8.91,45.6,8.3,36.8,45.3,-0.413
,Jinko Solar Co. Ltd JKM305PP-72,Jinko Solar Co. Ltd,Poly-crystalline,0,305.44,279.3,1.835,0.1665,1.924,0.954,72,8.91,45.6,8.3,36.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM305PP-72-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,305.44,279.3,1.835,0.1665,1.924,0.954,72,8.91,45.6,8.3,36.8,45.1,-0.41
,Jinko Solar Co. Ltd JKM305PP-72-V,Jinko Solar Co. Ltd,Poly-crystalline,0,305.44,278.8,1.835,0.1665,1.924,0.954,72,8.91,45.6,8.3,36.8,45.3,-0.413
,Vietnam Sunergy Joint Stock Company VSUN385-120BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,385.088,359.9,1.83,0.2104,,,60,11.47,42,10.94,35.2,45.3,-0.339
,Heliene 120HC-380,Heliene,Mono-crystalline,0,380.55,356.7,1.83,0.208,,,60,11.92,41.6,10.75,35.4,44,-0.34
,Vietnam Sunergy Joint Stock Company VSUN380-120BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,380.1,355.1,1.83,0.2077,,,60,11.4,41.8,10.86,35,45.3,-0.339
,United Renewable Energy Co. Ltd. FAK380E7G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,380.016,352.7,1.83,0.2077,,,60,11.69,41.3,10.92,34.8,45.8,-0.363
,United Renewable Energy Co. Ltd. FAK380E7G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,380.016,352.7,1.83,0.2077,,,60,11.69,41.3,10.92,34.8,45.8,-0.363
,Vietnam Sunergy Joint Stock Company VSUN380-120MH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,380.016,352.7,1.83,0.2077,,,60,11.69,41.3,10.92,34.8,45.8,-0.363
,Vietnam Sunergy Joint Stock Company VSUN380-120MH-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,380.016,352.7,1.83,0.2077,,,60,11.69,41.3,10.92,34.8,45.8,-0.363
,Heliene 120HC-375,Heliene,Mono-crystalline,0,375.945,351.9,1.83,0.2054,,,60,11.83,41.4,10.65,35.3,44,-0.34
,Vietnam Sunergy Joint Stock Company VSUN375-120BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,375.144,350.3,1.83,0.205,,,60,11.32,41.6,10.78,34.8,45.3,-0.339
,Amerisolar-Worldwide Energy and Manufacturing USA Co. Ltd AS-6M120-HC-375W Black,Amerisolar-Worldwide Energy and Manufacturing USA Co. Ltd,Mono-crystalline,0,375.064,350.3,1.83,0.205,,,40,11.6,41.1,10.84,34.6,44.2,-0.359
,Dehui Solar Power (Vietnam) Co.Ltd DH-M760B 375W,Dehui Solar Power (Vietnam) Co.Ltd,Mono-crystalline,0,375.064,350.3,1.83,0.205,,,40,11.6,41.1,10.84,34.6,44.2,-0.359
,FreeVolt ECP-PVGRAF-120HC-375W Black,FreeVolt,Mono-crystalline,0,375.064,350.3,1.83,0.205,,,40,11.6,41.1,10.84,34.6,44.2,-0.359
,United Renewable Energy Co. Ltd. FAK375E7G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,375.064,347.9,1.83,0.205,,,60,11.6,41.1,10.84,34.6,45.8,-0.363
,United Renewable Energy Co. Ltd. FAK375E7G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,375.064,347.9,1.83,0.205,,,60,11.6,41.1,10.84,34.6,45.8,-0.363
,Vietnam Sunergy Joint Stock Company VSUN375-120MH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,375.064,347.9,1.83,0.205,,,60,11.6,41.1,10.84,34.6,45.8,-0.363
,Vietnam Sunergy Joint Stock Company VSUN375-120MH-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,375.064,347.9,1.83,0.205,,,60,11.6,41.1,10.84,34.6,45.8,-0.363
,Amerisolar-Worldwide Energy and Manufacturing USA Co. Ltd AS-6M120-HC-370W Black,Amerisolar-Worldwide Energy and Manufacturing USA Co. Ltd,Mono-crystalline,0,370.144,345.5,1.83,0.2023,,,40,11.52,40.9,10.76,34.4,44.2,-0.359
,Dehui Solar Power (Vietnam) Co.Ltd DH-M760B 370W,Dehui Solar Power (Vietnam) Co.Ltd,Mono-crystalline,0,370.144,345.5,1.83,0.2023,,,40,11.52,40.9,10.76,34.4,44.2,-0.359
,FreeVolt ECP-PVGRAF-120HC-370W Black,FreeVolt,Mono-crystalline,0,370.144,345.5,1.83,0.2023,,,40,11.52,40.9,10.76,34.4,44.2,-0.359
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S370XG(BK),HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,370.144,343.4,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.2,-0.371
,United Renewable Energy Co. Ltd. F6M370E7G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.4,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.2,-0.371
,United Renewable Energy Co. Ltd. F6M370E7G-BB,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.4,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.2,-0.371
,United Renewable Energy Co. Ltd. F6M370E7G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.4,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.2,-0.371
,United Renewable Energy Co. Ltd. FAK370E7G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.1,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.8,-0.363
,United Renewable Energy Co. Ltd. FAK370E7G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.1,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.8,-0.363
,United Renewable Energy Co. Ltd. FAM370E7G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.4,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.2,-0.371
,United Renewable Energy Co. Ltd. FAM370E7G-BB,United Renewable Energy Co. Ltd.,Mono-crystalline,0,370.144,343.4,1.83,0.2023,,,60,11.52,40.9,10.76,34.4,45.2,-0.371
